title,price,rating,brand,ram,storage,color,processor
"Lenovo V15 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office 2021","49,400",4.0,Lenovo,8GB,512GB,Grey,AMD
"HP Pavilion Plus, Intel Core i5-1335U-13th Gen Laptop, (16GB LPDDR5x,512GB SSD),IPS, 300 nits, 14''(35.6cm) 2K,Win 11, M365 Basic(1yr), Office Home 24, Silver,1.38kg, 5MP Camera w/Shutter, ew0107TU","63,990",3.6,HP,16GB,512GB,Silver,Intel
"HP 15 (2025), AMD Athlon 7120U Dual Core - (8 GB/256 GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" HD Display/Black/1.5 kg/MS Office 2021","42,999",3.8,HP,N/A,256GB,Black,AMD
"Lenovo 15 (2026), Intel Core i7 13th Gen 13620H - (16 GB DDR5/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Luna Grey/Copilot Key/1.5 kg/MSO 2024","79,990",N/A,Lenovo,DDR5,512GB,Grey,Intel
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop","69,990",3.2,HP,16GB,512GB,Silver,Snapdragon
"Lenovo V14 Intel Core i3 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/Iron Grey/1.43 kg), 83A0A0PCIN","70,990",3.6,Lenovo,16GB,512GB,Grey,Intel
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver","3,42,490",4.6,Apple,24GB,2TB,Silver,N/A
"Lenovo V15 G4 AMD Ryzen 5 7520U DOS 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD,Dolby Audio,Premium Grey, 1 Year Onsite Brand Warranty","57,250",3.9,Lenovo,16GB,512GB,Grey,AMD
"Acer Aspire 3, AMD Ryzen 3-5400U, 8GB RAM/512GB SSD, 15.6""/39.62 cm, Full HD IPS Display, Windows 11 Home, AMD Radeon Graphics, Steel Gray, 1.79 KG, A325-42, Premium Thin and Light Laptop","41,990",1.0,Acer,8GB,512GB,Gray,AMD
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop","53,990",2.0,Dell,8GB,512GB,Black,N/A
"Lenovo IdeaPad Slim 3 Ryzen 3 30 15.6"" (39.6cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/AMD Radeon 610M Graphics/Windows 11/Office 2024/Grey/1.6Kg), 82XQ01VYIN","54,990",4.4,Lenovo,8GB,512GB,Grey,AMD
Tech IT 𝗟𝗲𝗻𝗼𝘃𝗼Model 81N3 𝗔𝗠𝗗A6 REDEON | 4GB RAM/128GB SSD | 14″ FHD Display | A+ Condition Laptop (Refab),"24,900",N/A,Tech,4GB,128GB,N/A,N/A
"Lenovo ThinkPad E16 G2 16-inch (40.64 CM) Laptop, AMD Ryzen 7 7735HS (8-Core), 16GB DDR5 RAM, 512GB NVMe SSD, FHD+ IPS Display, Radeon 680M, Wi-Fi 6, Fingerprint Reader, Windows 11 Pro, MS-Office 2024","91,700",3.3,Lenovo,16GB,N/A,N/A,AMD
"Lenovo IdeaPad Slim 3 AMD Ryzen 5 40 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB RAM/512GB SSD/Backlit Keyboard/Windows 11/Microsoft 365 Basic + Office 2024/Grey/1.6Kg), 82XQ01HQIN","68,490",3.9,Lenovo,16GB,512GB,Grey,AMD
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 8GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Backlit Keyboard, Dedicated Copilot Key, Silver, Win11 Home + MSO H&S'24","75,990",3.1,Dell,8GB,512GB,Silver,Intel
"HP Professional 14 (2026) Thin & Light Laptop – Intel Core 5-120U, 16GB RAM, 512GB SSD, 14"" FHD Display, Windows 11 Pro, Backlit Keyboard, Fingerprint Sensor, MSO 2024, Turbo Silver, 1.4 Kg","68,480",5.0,HP,16GB,512GB,Silver,Intel
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office 2024/Top Metal Cover/Backlit KB/Cosmic Blue/1.6Kg), 83K1016PIN","84,990",3.8,Lenovo,16GB,512GB,Blue,Intel
"HP OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor 45 Tops (16GB LPDDR5x, 512GB SSD), 2K 14''/35.6cm, Win11, Office24, Silver, 1.29kg, he0014QU, Multi-Day Battery, AI Laptop","79,990",4.1,HP,16GB,512GB,Silver,Snapdragon
"Alienware 16 Aurora AC16250, Intel Core 5‑210H, 16GB DDR5, 512GB SSD, 16"" WQXGA 300Nits Display, GeForce RTX™ 4050, 6GB GDDR6, White Backlit Keyboard, Win 11 Home+MSO'24, Interstellar Indigo, 2.57Kg","1,31,990",N/A,Alienware,16GB,512GB,White,Intel
"ASUS ROG Strix G16,Intel Core Ultra 9 275HX,Gaming Laptop(RTX 5070-8GB/115W TGP/32GB/1TB /2.5K QHD+/16""/240Hz/90WHrs/Windows 11/M365 Basic(1Year)*/Office Home 2024/Eclipse Gray/2.65 Kg)G615LP-S5022WS","2,49,990",3.7,ASUS,8GB,N/A,Gray,Intel
"HP 255 Notebook, AMD Athlon Silver 7120U,8GB DDR4, 256GB SSD, 15.6-inch(39.6cm), Anti-Glare, HD Laptop, Radeon Graphics, (Win 11, Silver,1.52kg) G10","43,950",4.0,HP,8GB,256GB,Silver,AMD
"ASUS ROG Strix G16, AMD Ryzen 9 8940HX, Gaming Laptop(RTX 5060-8GB/115W TGP/16GB/1TB /2.5K QHD+/16""/240Hz/90WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Eclipse Gray/2.5 Kg) G614PM-S5046WS","1,84,990",4.4,ASUS,8GB,N/A,Gray,AMD
"HP 15 255R G10, AMD Ryzen 5 7535U Hexa Core (6 Core, 12 Threads, 2.9 to Max 4.3 Ghz) (8 GB/512 GB SSD/AMD Radeon Graphics/dos) Thin and Light Laptop(15.6 inch HD Display, Matt Silver, 1.45","53,280",4.1,HP,N/A,512GB,Silver,AMD
"Lenovo V15 Intel Core i5 13th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite +1Y ADP/1.65 kg), 83CC000EIN","59,800",N/A,Lenovo,8GB,512GB,Grey,Intel
"Acer Aspire 3 Intel Core i5-1334U Processor, 8GB RAM/512GB SSD, 39.62 cm(15.6"") FHD LED-Backlit IPS Display, Win11Home, Pure Silver, 1.7Kg, A325-53, Thin & Light Laptop","54,650",3.8,Acer,8GB,512GB,Silver,Intel
"Dell 15, Smart Choice, AMD Ryzen 7-7730U, 16GB, 512GB SSD, FHD, 15.6""/39.6cm, Windows 11, Microsoft Office Home 2024, Silver, 1.63Kg, [Dell 15], 120Hz 250nits, AMD Radeon Graphics, Thin & Light Laptop","59,990",3.4,Dell,16GB,512GB,Silver,AMD
"HP Omen, Intel Core i7-14650HX 14th Gen, 8GB RTX 5050, 24GB DDR5(Upgradeable) 1TB SSD, 165Hz, 2k WUXGA, 3ms, 400 nits, 16''/40.6cm, Win11, M365* Office24, Black, 2.43kg, am0241TX, RGB Gaming Laptop","1,49,990",4.2,HP,8GB,1TB,Black,Intel
"HP Professional 15 (2026), Intel (i3 14th Gen) Core 3 100U - (8 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin & Light Business Laptop/15.6"" Display/Silver/Copilot Key/1.5kg/MS Office 2024","50,031",N/A,HP,DDR5,512GB,Silver,Intel
"HP Victus Gaming Laptop, Intel Core 5 210H, 4GB RTX 3050 A (24GB DDR5, 512GB SSD) FHD, 144Hz, 300 nits, IPS, 15.6''/39.6 cm, Win11, M365* Office24, Mica Silver, 2.29kg, fa2500TX, Backlit,","89,990",5.0,HP,4GB,512GB,Silver,Intel
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver","3,42,490",4.6,Apple,24GB,2TB,Silver,N/A
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop","69,990",3.2,HP,16GB,512GB,Silver,Snapdragon
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 16GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Sky Blue","1,72,490",4.7,Apple,16GB,1TB,Blue,N/A
"Lenovo Ideapad Slim 3 AMD Ryzen 5 7520U 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB/512GB SSD/Windows 11/Microsoft 365 Basic* + Office Home 2024/Backlit Keyboard/Grey/1.6Kg), 82XQ00XDIN","61,800",4.0,Lenovo,16GB,512GB,Grey,AMD
"HP Omen, AMD Ryzen AI 7 350, 8GB RTX 5050, 24GB DDR5(Upgradeable) 1TB SSD, 165Hz, 2k WUXGA, 3ms, 400 nits, 16'(40.6cm) Win11, M365* Office24, Black, 2.44kg, ap0165AX, RGB, AI Gaming Laptop","1,36,990",4.4,HP,8GB,1TB,Black,AMD
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop","53,990",2.0,Dell,8GB,512GB,Black,N/A
"Lenovo V14 Intel Core i3 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/Iron Grey/1.43 kg), 83A0A0PCIN","70,990",3.6,Lenovo,16GB,512GB,Grey,Intel
"HP Professional 15 (2026), Intel (i3 14th Gen) Core 3 100U - (8 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin & Light Business Laptop/15.6"" Display/Silver/Copilot Key/1.5kg/MS Office 2024","50,031",N/A,HP,DDR5,512GB,Silver,Intel
"HP Victus Gaming Laptop, Intel Core 5 210H, 4GB RTX 3050 A (24GB DDR5, 512GB SSD) FHD, 144Hz, 300 nits, IPS, 15.6''/39.6 cm, Win11, M365* Office24, Mica Silver, 2.29kg, fa2500TX, Backlit,","89,990",5.0,HP,4GB,512GB,Silver,Intel
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 8GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Backlit Keyboard, Dedicated Copilot Key, Silver, Win11 Home + MSO H&S'24","75,990",3.1,Dell,8GB,512GB,Silver,Intel
"Lenovo IdeaPad Slim 3 Ryzen 3 30 15.6"" (39.6cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/AMD Radeon 610M Graphics/Windows 11/Office 2024/Grey/1.6Kg), 82XQ01VYIN","54,990",4.4,Lenovo,8GB,512GB,Grey,AMD
"Dell 15, Smart Choice, AMD Ryzen 7-7730U, 16GB, 512GB SSD, FHD, 15.6""/39.6cm, Windows 11, Microsoft Office Home 2024, Silver, 1.63Kg, [Dell 15], 120Hz 250nits, AMD Radeon Graphics, Thin & Light Laptop","59,990",3.4,Dell,16GB,512GB,Silver,AMD
"Lenovo Legion Pro 7 2025 Intel Core Ultra 9 275HX | NVIDIA RTX 5090 24GB (64GB RAM/1TB SSD/WQXGA OLED/240Hz/16 (40.6cm)/Windows 11/Office 2024+AI Now/Black/2.5Kg), 83F500D8IN AI Powered Gaming Laptop","4,82,490",5.0,Lenovo,24GB,1TB,Black,Intel
"Lenovo IdeaPad Slim 3 AMD Ryzen 5 40 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB RAM/512GB SSD/Backlit Keyboard/Windows 11/Microsoft 365 Basic + Office 2024/Grey/1.6Kg), 82XQ01HQIN","68,490",3.9,Lenovo,16GB,512GB,Grey,AMD
HP OmniBook 5 OLED ● Intel Core Ultra 7 355 ● 49 Tops ● 16GB LPDDR5x ●1TB SSD ● 2K● 14''/35.6cm● Win11● Office24● Meteor Silver● 1.33kg● hh0030TU● mini GaN Charger● Upto 32hrs battery life ● AI Laptop,"1,42,990",N/A,HP,16GB,1TB,Silver,Intel
"Lenovo IdeaPad Slim 3X - 2025 - Everyday AI Laptop - Copilot+ PC - 15.3"" WUXGA Display - 16 GB Memory - 512 GB Storage - Snapdragon® X - Luna Grey","67,000",4.4,Lenovo,N/A,512GB,Grey,Snapdragon
"DELL Inspiron 5440 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5440 Thin and Light Laptop (14 inch, Ice Blue, 1.5 kg, with MS Office)","62,350",3.8,DELL,N/A,512GB,Blue,Intel
"HP 14, 13th Gen Intel Core i5-1334U Laptop (16GB RAM, 512GB SSD), Anti-Glare, IPS, 14""/35.6cm, FHD, Win 11, MS Office 2021, Silver, 1.4Kg, Intel Iris Xe Graphics, FHD Camera,Backlit KB, gr0002TU","69,990",4.0,HP,16GB,512GB,Silver,Intel
"Acer AspireGo14, Intel Core Ultra5 125H AI Processor,Office 2024 + M365 Basic, 16 GB RAM, 512 GB SSD, WUXGA IPS, 14.0""/35.56 cm, Win 11 Home, Steel Gray, 1.5 kg, AG14-71M, Backlit KB, Premium Laptop","69,990",3.9,Acer,RAM,512GB,Gray,Intel
"DELL PRO 15 (2025) AMD Ryzen 5 7520U Quad Core - (8 GB DDR5/512 GB SSD/AMD Radeon 610M Graphics/Windows 11 Home) Thin and Light Business Laptop/Backlit/15.6"" FHD Display/Black/1.5 kg/MSO 2021","51,790",3.4,DELL,DDR5,512GB,Black,AMD
"Acer SmartChoice Aspire Lite, AMD Ryzen 5-5625U Processor, 16 GB/512 GB, Full HD, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 kg, AL15-41, Metal Body, Thin and Light Laptop","59,990",4.1,Acer,N/A,N/A,Gray,AMD
HP Ultra 7 255H / 32 GB DDR5 RAM/ 1 TB SSD/Windows 11 Pro/5 MP IR AI Camera/ 16.0 inch AG WUXGA/Intel® Wi-Fi 7 BE201 (2x2) and Bluetooth 5.4 /Fingerprint Reader (C1JQ1PT),"2,34,454",N/A,HP,DDR5 ,1TB,N/A,Intel
"HP Omen, Intel Core Ultra 7 255H, 8GB RTX 5060 (24GB DDR5, 1TB SSD) 165Hz, 2k WUXGA, 3ms, 400 nits, 16''/40.6cm, Win11, M365* Office24, Black, 2.42kg, an0015TX, RGB, Gaming Laptop","1,66,990",4.0,HP,8GB,1TB,Black,Intel
"HP OmniBook Ultra Flip (Previously Spectre) Intel Core Ultra 7 256V 47 Tops (16GB LPDDR5X, 1TB SSD) OLED, 500 nits,14''/35.6cm, Touch 2-in-1, Win11, Office21, Gray,1.34kg, fh0026TU Next Gen AI Laptop","1,86,990",N/A,HP,16GB,1TB,Gray,Intel
"HP Professional 14 (2026), Intel (i7 14th Gen) Core 7 150U - (32 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Pro) Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/Copilot Key/1.4kg/MSO 2024","91,990",5.0,HP,N/A,512GB,Silver,Intel
"HP OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor 45 Tops (16GB LPDDR5x, 512GB SSD), 2K 14''/35.6cm, Win11, Office24, Silver, 1.29kg, he0014QU, Multi-Day Battery, AI Laptop","79,990",4.1,HP,16GB,512GB,Silver,Snapdragon
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver","3,42,490",4.6,Apple,24GB,2TB,Silver,N/A
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop","69,990",3.2,HP,16GB,512GB,Silver,Snapdragon
"Lenovo 14 (2025), Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/Microsoft Office 2021","68,700",3.8,Lenovo,N/A,512GB,Grey,Intel
"HP 15, 13th Gen Intel Core i5-1334U Laptop (8GB DDR4,1TB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11, M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Shutter, fd0549TU","63,990",N/A,HP,8GB,1TB,Silver,Intel
"Lenovo IdeaPad Slim 3 AMD Ryzen 5 40 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB RAM/512GB SSD/Backlit Keyboard/Windows 11/Microsoft 365 Basic + Office 2024/Grey/1.6Kg), 82XQ01HQIN","68,490",3.9,Lenovo,16GB,512GB,Grey,AMD
"Lenovo V14 Intel Core i3 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/Iron Grey/1.43 kg), 83A0A0PCIN","70,990",3.6,Lenovo,16GB,512GB,Grey,Intel
"HP 15 (2025), Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Fingerprint Reader/Ash Grey/1.5 kg/MS Office 2021","85,000",5.0,HP,N/A,512GB,Grey,Intel
"Alienware 16X Aurora Gaming Laptop, AI Enabled Intel Core Ultra9 HX Processor, 32GB DDR5, 1TB SSD, NVIDIA GeForce RTX 5070, 8GB GDDR7, 16"" QHD+ 240Hz Display, Backlit KB, Interstellar Indigo, 2.66kg","3,19,990",N/A,Alienware,32GB,1TB,Indigo,Intel
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop","53,990",2.0,Dell,8GB,512GB,Black,N/A
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 8GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Backlit Keyboard, Dedicated Copilot Key, Silver, Win11 Home + MSO H&S'24","75,990",3.1,Dell,8GB,512GB,Silver,Intel
"Acer AspireGo14, Intel Core Ultra5 125H AI Processor,Office 2024 + M365 Basic, 16 GB RAM, 512 GB SSD, WUXGA IPS, 14.0""/35.56 cm, Win 11 Home, Steel Gray, 1.5 kg, AG14-71M, Backlit KB, Premium Laptop","69,990",3.9,Acer,RAM,512GB,Gray,Intel
"DELL PRO 15 (2025) AMD Ryzen 5 7520U Quad Core - (8 GB DDR5/512 GB SSD/AMD Radeon 610M Graphics/Windows 11 Home) Thin and Light Business Laptop/Backlit/15.6"" FHD Display/Black/1.5 kg/MSO 2021","51,790",3.4,DELL,DDR5,512GB,Black,AMD
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight","1,94,990",4.8,Apple,24GB,1TB,N/A,N/A
"Apple 2026 MacBook Air 15″ Laptop with M5 chip: AI and Apple Intelligence, 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight","2,00,490",4.7,Apple,16GB,1TB,N/A,N/A
"HP 15, AMD Ryzen 5 7520U, 16GB DDR5, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, 1080p FHD Camera, Backlit KB, fc0690au","55,780",N/A,HP,16GB,512GB,Silver,AMD
"HP 15, Intel Core Ultra 5 125H (16GB DDR5, 1TB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)*Office24, Silver, 1.65kg, fd1255TU, Intel Arc Graphics, FHD Camera w/Shutter, AI Powered Laptop","82,990",3.8,HP,16GB,1TB,Silver,Intel
"HP Professional 14 (2025), Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/1.4 Kg/MSO 2021","68,990",5.0,HP,N/A,512GB,Silver,Intel
"MSI GL63 8RE-455IN 2018 15.6-inch Laptop (Core i7-8750H/16GB/128GBSSD+1TB/Windows 10/6GB Graphics), Black","1,24,990",4.2,MSI,16GB,128GB,Black,N/A
"Lenovo Yoga Slim 7 Aura Edition Intel Evo Core Ultra 5 226V (16GB RAM/1TB SSD/14 (35.5cm)/WUXGA OLED/Copilot+ PC/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.19Kg), 83JX005FIN AI Laptop","1,26,790",4.5,Lenovo,16GB,1TB,Grey,Intel
"Dell Alienware 15 Gaming Laptop, AI Enabled Intel Core 7 240H Processor, 16GB:512GB, NVIDIA 4050, 6 GB GDDR6, 15.3"" WUXGA 165Hz 300nits, Alienware White Backlit Keyboard, 2.25kg","1,41,990",5.0,Dell,16GB,N/A,White,Intel
"ASUS ProArt PX13 (2026),AMD Ryzen AI MAX+ 395,AMD Radeon 8060S iGPU,128GB RAM,1TB SSD,3K OLED,13.3""(33.7 cm),Win 11,M365 Basic(1Y)* Office 2024,Nano Black,1.39 Kg,HN7306EAC-LX052WS,AI Creator Laptop","3,34,990",4.3,ASUS,128GB,1TB,Black,AMD
"ASUS TUF A15 (2026), AMD Ryzen 7 170,RTX 3050-4GB,16GB RAM (Upgradeable),512GB SSD,FHD, 15.6""(39.6 cm),Windows 11,M365 Basic(1 Year),Office 2024, Graphite Black, 2.3 Kg, FA506NCQ-HN007WS,Gaming Laptop","87,990",4.7,ASUS,4GB,512GB,Black,AMD
"HP 255R G10 Notebook (AMD Athlon Silver 7120U /8GB/512GB/DOS) 15.6-inch(39.6cm), Anti-Glare, HD Laptop, Radeon Graphics, Silver,1.52kg","43,490",3.0,HP,8GB,N/A,Silver,AMD
"Acer TravelLite Thin Laptop AMD Ryzen 3 5400U | 8GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display | Windows 11 | MS Office | 1.34Kg | Black | 1 Year Warranty | Sleek Metal Body","41,890",1.6,Acer,8GB,512GB,Black,AMD
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop","69,990",3.2,HP,16GB,512GB,Silver,Snapdragon
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver","3,42,490",4.6,Apple,24GB,2TB,Silver,N/A
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 16GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Sky Blue","1,72,490",4.7,Apple,16GB,1TB,Blue,N/A
"Acer TravelLite Thin Laptop AMD Ryzen 5 7430U |16GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display |Privacy Shutter| Windows 11 & MS-Office 2021 | Metal Body | 1.34Kg | Black | 30 Months Warranty","56,400",3.7,Acer,16GB,512GB,Black,AMD
"MSI GL63 8RE-455IN 2018 15.6-inch Laptop (Core i7-8750H/16GB/128GBSSD+1TB/Windows 10/6GB Graphics), Black","1,24,990",4.2,MSI,16GB,128GB,Black,N/A
"Lenovo IdeaPad Slim 3 AMD Ryzen 5 40 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB RAM/512GB SSD/Backlit Keyboard/Windows 11/Microsoft 365 Basic + Office 2024/Grey/1.6Kg), 82XQ01HQIN","68,490",3.9,Lenovo,16GB,512GB,Grey,AMD
"HP OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor 45 Tops (16GB LPDDR5x, 512GB SSD), 2K 14''/35.6cm, Win11, Office24, Silver, 1.29kg, he0014QU, Multi-Day Battery, AI Laptop","79,990",4.1,HP,16GB,512GB,Silver,Snapdragon
"ASUS Vivobook Go 15 (2026),AMD Ryzen 5 40, AMD Radeon iGPU, 16GB RAM, 512GB SSD, FHD, 15.6""(39.6 cm),Windows 11,M365 Basic(1 Year)* Office 2024,Mixed Black,1.63 Kg,E1504FA-BQ2116WS,Thin & Light Laptop","60,650",4.0,ASUS,16GB,512GB,Black,AMD
"Lenovo IdeaPad Slim 3, 13th Gen Intel Core i5-13420H, 16GB RAM, 512GB SSD, WUXGA IPS, 14""/36.8cm, Windows 11, Office Home 2024, Grey, 1.4Kg, Backlit Keyboard, 1Yr ADP Free, 83K00034IN, Laptop","78,100",4.5,Lenovo,16GB,512GB,Grey,Intel
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Dedicated Copilot Key, Backlit Keyboard, Silver, Win11 Home + MSO H&S'24","87,990",4.1,Dell,16GB,512GB,Silver,Intel
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop","53,990",2.0,Dell,8GB,512GB,Black,N/A
"HP 255R G10 Notebook (AMD Athlon Silver 7120U /8GB/512GB/DOS) 15.6-inch(39.6cm), Anti-Glare, HD Laptop, Radeon Graphics, Silver,1.52kg","43,490",3.0,HP,8GB,N/A,Silver,AMD
"Dell Alienware 15 Gaming Laptop, AI Enabled Intel Core 7 240H Processor, 16GB:512GB, NVIDIA 4050, 6 GB GDDR6, 15.3"" WUXGA 165Hz 300nits, Alienware White Backlit Keyboard, 2.25kg","1,41,990",5.0,Dell,16GB,N/A,White,Intel
"Lenovo V14 Intel Core i3 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/Iron Grey/1.43 kg), 83A0A0PCIN","70,990",3.6,Lenovo,16GB,512GB,Grey,Intel
