Customer ID,Age,income_usd,credit Score,tenure_years,monthly_visits,satisfaction,City,customer_segment,gender,is_active,churn_flag,signup_date,lead_source,notes_text
CUST-00274,63.11801971,,,7.445077443,1,3.652785132,Bengaluru,Enterprise,,N,Yes,2021-10-06,website,ok
CUST-01472,51.50052706,46552.10841,532.6970051,11.5222831,5,3.267395551,Hyderabad,Consumer,m,yes,No,2025-02-07,,late payment
CUST-01830,35.28254499,29620.3094,,3.393131231,5,,Hyderabad,Consumer,f,no,No,2026-02-07,Email,
CUST-01455,55.60617501,122894.0654,796.7248446,1.888995436,8,3.276997516,Bengaluru,Enterprise,f,No,Yes,2025-01-21,,good customer
CUST-00251,33.58101252,31100.1642,663.9829172,1.372433126,7,2.931905645,Bengaluru,Enterprise,F,Y,Yes,12/09/2021,google_ads,good customer
CUST-00414,46.9932068,,742.10688,4.607371497,9,5,Pune,,,1,No,2022-02-25,website,complaint!!!
CUST-01386,39.1301967,,622.256968,3.559434642,6,4.979676962,Mumbai,Enterprise,F,0,No,,google_ads,normal
CUST-01308,,81007.47838,558 pts,4.186610895,,4.020907206,Hyderabad,Consumer,F,N,No,2024-08-24,email,good customer
CUST-00716,23.40930891,57081.99263,515.1305425,11.02922196,5,,Delhi,,M,N,No,2022-12-30,,VIP
CUST-00311,52.12894267,,690.9158921,,6,3.415826834,Hyderabad,,Male,N,No,2021-11-12,website,N/A
CUST-00927,,85432.68041,522.369674,8.599867838,1,4.120777161,Pune,,f,No,No,2023-08-02,???,good customer
CUST-00382,,84946.40305,666.6057698,1.919276317,3,5,Pune,SMB,,Yes,No,2022-01-24,WEB,good customer
CUST-01566,,138304.8524,733.0257416,6.662127021,6,3.291643195,Pune,Consumer,,Yes,No,2025-05-14,Website,
CUST-00426,33.7 years,102608.1419,657.1463434,0.6134471521,7,,Bengaluru,Enterprise,Male,N,No,2022-03-10,,
CUST-01875,,27222.46912,,5.332049496,8,3.838042537,Bengaluru,Consumer,,1,No,2026-03-25,Social,complaint!!!
CUST-00533,32.6172295,,,9.495814797,7,4.92811809,Chennai,Consumer,m,1,No,2022-06-27,website,
CUST-00753,,"$22,575",759 pts,2.044281028,,4.048074834,Delhi,SMB,Male,no,No,2023-02-06,???,late payment
CUST-00766,18,37547.59608,610.1668786,3.409119077,,4.787479454,Hyderabad,Consumer,,Y,No,not_a_date,Google Ads,ok
CUST-01357,,39076.80635,,3.184588963,3,3.77605079,Pune,Enterprise,m,Yes,No,2024-10-13,WEB,N/A
CUST-00409,,,567.6684135,4.617877741,5,3.446666439,Chennai,UNKNOWN,Female,yes,No,2022-02-20,,
CUST-01615,29.86314166,19852.55792,677.7286881,4.069372952,4,3.72630279,Pune,UNKNOWN,f,no,No,2025-07-03,Google Ads,follow-up needed
CUST-00695,28.07953944,,527.2402623,8.451759244,8,,,Enterprise,m,,No,,WEB,
CUST-01739,28.16295285,,669.2518109,2.822764082,9,5,Pune,SMB,F,no,No,2025-11-07,,
CUST-00549,46.48219569,21180.82603,735 pts,7.537410008,10,5,Mumbai,SMB,m,No,No,13/07/2022,Google Ads,urgent
CUST-00937,24.18962589,,643.500054,7.868200784,5,,Chennai,Consumer,F,No,No,,WEB,
CUST-01390,27.01011827,,,4.769024179,8,4.298642813,Bengaluru,SMB,,1,No,2024-11-16,,
CUST-01608,40.34315638,123319.4555,720.249787,4.80404448,,3.203461633,Hyderabad,SMB,Female,,No,2025-06-26,,???
CUST-01940,28.38057391,124161.4027,675.4999141,12.02790934,,3.738187895,,Consumer,M,Y,No,2026-05-30,WEB,late payment
CUST-01482,44.75975688,89700.25616,564.1897259,4.00017971,10,3.374709422,Chennai,Enterprise,M,,No,2025-02-18,,???
CUST-00183,33.06887323,19746.30867,553.7104478,5.977047566,5,,Delhi,Enterprise,Female,0,No,2021-07-05,,???
CUST-01941,22.70457918,58596.95138,641.3133077,1.222477246,7,3.382904932,Chennai,SMB,f,,No,2026-05-31,Unknown,
CUST-01161,23.75515488,"$53,462",692 pts,6.882202482,8,3.34794474,Bengaluru,SMB,f,Y,,28/03/2024,Google Ads,VIP
CUST-00171,30.14254765,34445.63875,538.5983402,5.203830203,2,,,,,1,No,2021-06-23,Google Ads,normal
CUST-00293,55.65790368,106571.7672,626.0073604,9.220646798,8,2.866616177,Bengaluru,,M,No,No,2021-10-25,Website,VIP
CUST-00562,42.01154154,,661.1748709,4.053543177,6,2.934117638,Kolkata,SMB,m,no,Yes,2022-07-26,Email,VIP
CUST-01457,,,673.6124323,,7,,Mumbai,,m,N,No,,email,follow-up needed
CUST-01877,46.75794547,,671.1131421,3.765132375,7,4.192443995,Pune,SMB,f,no,No,2026-03-27,email,follow-up needed
CUST-01652,53.3 years,₹55k,608.2097892,3.878652511,7,3.776747581,,Enterprise,Male,0,No,2025-08-10,WEB,
CUST-00850,49.62797444,94078.01764,824.0432959,3.486076663,,4.330620368,Delhi,Consumer,m,No,No,2023-05-16,Unknown,VIP
CUST-00273,36.83256082,77830.57017,621.7114314,5.771002983,9,,Chennai,Consumer,M,0,No,05/10/2021,Google Ads,good customer
CUST-01550,42.74610928,75186.94058,612.5844157,3.03712328,,4.228818409,Bengaluru,Consumer,m,no,Yes,2025-04-28,Social,good customer
CUST-01035,31.66498835,"$100,254",599.2094793,,6,4.886768447,Mumbai,Consumer,f,0,,2023-11-20,???,
CUST-01744,22.25836201,77853.25977,649.7118646,3.450994387,,4.945198718,Chennai,Consumer,Female,N,No,2025-11-12,Google Ads,
CUST-00372,53.94752709,48240.22382,488.717043,5.866510079,,,Chennai,Enterprise,Male,,No,2022-01-14,???,urgent
CUST-01670,29.6 years,59300.24939,763.95879,15.16940891,6,3.477954561,Hyderabad,Consumer,f,,Yes,2025-08-28,Referral,
CUST-00722,51.53622629,,767.9844515,2.697170752,,4.481353909,Delhi,SMB,f,,Yes,2023-01-05,email,
CUST-00734,35.7 years,42650.81348,599.8998477,4.017348338,8,2.190981887,Kolkata,SMB,,0,No,2023-01-17,???,ok
CUST-00778,42.76389565,,664.2473183,6.87361346,7,3.878188493,Bengaluru,Consumer,f,1,Yes,2023-03-03,,good customer
CUST-00519,48.7737849,,610.2579678,1.93312495,,2.866603535,Kolkata,Consumer,,,No,2022-06-12,,ok
CUST-00335,,41971.28655,,4.386173515,,,Hyderabad,Consumer,m,no,No,2021-12-07,Referral,
CUST-00846,42.38569367,30952.03213,761.0411367,3.633182358,0,3.816887537,,Consumer,m,,No,2023-05-12,Website,
CUST-01252,??,53663.33917,644.3047164,1.837295621,9,3.510668575,Kolkata,Consumer,M,N,No,,,late payment
CUST-01053,39.3 years,,583.8097413,3.613284405,7,,Delhi,Consumer,F,no,,2023-12-08,Social,good customer
CUST-01924,51.54789321,79324.0522,650.0427488,10.34274017,2,3.638667816,Delhi,SMB,Female,Y,No,2026-05-14,???,ok
CUST-00016,27.68849045,60036.15514,784.9074496,1.609605048,9,3.32466852,Pune,SMB,M,0,Yes,,Social,
CUST-00708,44.7 years,11398.68596,755.9715578,99999,,3.083208576,Delhi,consumer,Female,no,Yes,2022-12-22,google_ads,N/A
CUST-00901,42.67630046,40410.36615,667.0595761,4.478201053,5,1.818464909,,Consumer,Male,Yes,No,2023-07-07,WEB,
CUST-01980,43.86402229,84243.31661,735.9063362,,3,4.673276113,Mumbai,Consumer,f,Y,No,10/07/2026,,late payment
CUST-01573,42.09810423,,788.7269034,,13,,Mumbai,,,1,,2025-05-21,???,ok
CUST-00904,57.05931329,40932.724,605.0409534,9.669391646,7,4.171488167,Kolkata,UNKNOWN,Male,Y,No,2023-07-10,Social,good
CUST-00466,32.49589658,35930.47957,686.4657626,5.694574148,4,,Delhi,,,Yes,,2022-04-19,Google Ads,???
CUST-01978,40.6072779,47833.32281,562.7308148,1.133171534,7,4.142107067,Delhi,SMB,Male,No,No,2026-07-08,Email,late payment
CUST-00200,,35162.08806,765.1719214,1.716728042,8,3.357609699,Bengaluru,Consumer,Female,Y,No,2021-07-22,referral,follow-up needed
CUST-01207,29.45195523,71604.86203,590.5030403,1.359590807,5,3.120569322,Hyderabad,Consumer,F,No,Yes,2024-05-13,WEB,N/A
CUST-01056,,29407.61003,730.2849404,8.975325438,5,3.071225224,Hyderabad,SMB,Female,no,No,2023-12-12,WEB,good
CUST-01132,34.84311891,38054.08357,615.2704311,3.810934014,4,3.621953086,Pune,Enterprise,F,0,Yes,2024-02-27,Social,VIP
CUST-01380,55.68333671,,730.7651563,2.436467184,4,3.773164935,Kolkata,Consumer,f,No,,2024-11-06,???,???
CUST-00999,,,546.8656188,3.995967603,3,4.297818571,Mumbai,,f,0,No,2023-10-14,???,urgent
CUST-00728,47.20780689,,,5.859931813,7,3.750297294,Hyderabad,Consumer,F,No,No,2023-01-11,,complaint!!!
CUST-01772,38.8642117,,546.7466519,3.440907523,11,,Bengaluru,SMB,M,1,No,2025-12-10,Social,
CUST-01910,43.22550003,24147.23602,688.9544214,12.45981112,4,3.335416579,Delhi,SMB,f,No,No,2026-04-30,email,???
CUST-01822,47.2 years,108301.809,,8.260546479,2,,Bengaluru,Consumer,m,No,No,2026-01-30,Google Ads,ok
CUST-00568,30.16500626,,,3.633393982,2,4.061925351,Chennai,,F,,Yes,2022-08-01,referral,N/A
CUST-00044,40.78593588,36141.49173,749.0772176,2.392583275,9,4.010921725,Chennai,Consumer,Female,no,No,2021-02-13,,???
CUST-00275,,58974.78751,686.6145069,5.660035703,3,,Chennai,Consumer,m,yes,No,2021-10-07,WEB,late payment
CUST-01097,56.95022604,114205.1658,,0.6805732129,1,,Delhi,Consumer,Male,,No,,email,complaint!!!
CUST-00102,53.59073957,171367.0049,714.1187107,0.6362841044,7,3.721559053,Bengaluru,SMB,m,Yes,Yes,2021-04-13,Website,
CUST-01232,,126186.6375,,3.651337165,10,3.732289637,,Consumer,f,,No,2024-06-08,Google Ads,
CUST-01722,21.22776604,80669.43259,635.7338848,9.932389461,4,3.021108929,Delhi,Consumer,Female,0,No,2025-10-20,WEB,normal
CUST-01833,24.59206878,,615.6256956,2.281772758,,3.771070155,Pune,Enterprise,F,1,No,2026-02-10,referral,
CUST-00108,unknown,,603.5828074,4.226722151,6,,Kolkata,UNKNOWN,Male,1,No,2021-04-20,???,ok
CUST-01618,18.0 years,"$37,397",654.9061868,8.55812241,4,5,Chennai,Consumer,f,No,No,2025-07-06,Referral,
CUST-00498,33.97271158,16468.24968,582.1843413,0.9220014731,5,3.664312572,Kolkata,Consumer,M,,No,2022-05-22,email,normal
CUST-01981,40.0 years,,732.2873714,7.144459385,,,Chennai,SMB,m,yes,Yes,2026-07-11,,VIP
CUST-00882,49.37179532,"$89,920",635.5928028,0.8032676519,6,4.291924816,Bengaluru,consumer,Male,,,2023-06-17,Email,good customer
CUST-00757,26.94979523,78151.62462,654.1002039,2.900904561,,2.918007592,Mumbai,consumer,Female,yes,No,2023-02-10,Unknown,VIP
CUST-00620,55.41414619,136850.6317,550.8588098,6.117920733,11,1.942157379,Delhi,,Male,Yes,Yes,2022-09-23,Website,VIP
CUST-01107,21.73023235,83464.99757,724.8212346,11.83305599,,,Pune,,,yes,No,2024-02-02,Unknown,good
CUST-01936,57.25074926,61688.06371,701.2060046,7.546612905,2,4.33155908,Hyderabad,Enterprise,Female,No,No,2026-05-26,Website,N/A
CUST-00810,40.60677434,25803.47965,808.2995673,7.179137649,6,3.490167505,Hyderabad,Consumer,m,No,No,2023-04-05,Email,N/A
CUST-01038,31.30674385,52174.67395,546 pts,4.981061615,10,2.94353894,Hyderabad,SMB,,no,Yes,,Email,VIP
CUST-00073,26.96657257,18533.33868,777.2171917,3.48357761,6,3.836014959,Bengaluru,Consumer,Male,1,Yes,2021-03-15,,ok
CUST-01284,,112709.7262,718.7935067,3.28355843,1,3.30048914,Pune,Consumer,,1,Yes,2024-07-31,referral,urgent
CUST-01272,55.39213761,45965.86981,633.7664973,9.814853777,13,,Mumbai,,,Yes,No,2024-07-19,,follow-up needed
CUST-01335,42.94365899,,677.4163778,,0,3.17357895,Bengaluru,SMB,,No,No,,WEB,follow-up needed
CUST-01459,,48524.17538,806.6239785,4.849525979,9,,Bengaluru,UNKNOWN,f,no,No,2025-01-25,,normal
CUST-00482,55.19857408,,639.4109907,9.688056562,6,,Bengaluru,Consumer,m,yes,Yes,2022-05-06,website,ok
CUST-01069,55.34151148,172349.5039,,3.755442386,,1.659048603,Bengaluru,Enterprise,m,N,,2023-12-25,Google Ads,normal
CUST-00507,67.04498015,127010.3316,,,6,5,Hyderabad,Consumer,Female,,Yes,31/05/2022,,???
CUST-01238,44.84644443,82684.99586,480.9011553,4.93805263,6,,Kolkata,Consumer,Female,,No,14/06/2024,Unknown,
CUST-01862,24.98467253,,472.053256,12.66382206,6,,Bengaluru,Consumer,Female,No,No,,,
CUST-01990,21.67707875,33378.06165,593.561366,5.184386621,3,2.037656677,Delhi,Consumer,M,no,Yes,2026-07-20,,good
CUST-01477,63.151985,16974.42598,594.9480767,5.147720771,9,3.973965724,,,M,No,No,2025-02-13,Email,follow-up needed
CUST-01867,35.5 years,69192.12994,670.8101788,2.061101378,4,3.883408355,Mumbai,Consumer,,yes,No,2026-03-17,Social,normal
CUST-01456,36.6 years,34535.12805,686.3851445,2.583772948,9,3.840001958,Bengaluru,,,,Yes,2025-01-22,Email,urgent
CUST-00312,43.26904015,64130.24156,693.1656491,3.340856467,4,4.11785999,Chennai,SMB,f,,No,2021-11-13,Email,???
CUST-00963,25.97187223,65025.05927,623.441481,7.567336402,,5,Delhi,,F,1,,2023-09-08,Unknown,good customer
CUST-00406,34.8099345,22224.83197,721.056447,,4,,Bengaluru,Consumer,Male,N,No,2022-02-17,Unknown,ok
CUST-01331,18,55577.49415,,6.265873143,8,3.738931737,Chennai,,F,yes,Yes,2024-09-17,,ok
CUST-01650,,56584.86961,850 pts,6.123910423,8,2.309196444,Chennai,SMB,Male,1,No,,Social,???
CUST-00310,58.78773926,63504.73133,595 pts,5.344844091,5,4.852117433,Kolkata,,Male,,No,2021-11-11,google_ads,
CUST-00227,68.20968845,59760.20821,641.2286787,,,2.729499003,Kolkata,,m,No,,2021-08-19,Referral,
CUST-01858,50.52492077,55313.54111,657 pts,2.658938326,5,3.728988367,Bengaluru,Enterprise,m,Yes,Yes,2026-03-08,Unknown,complaint!!!
CUST-00711,37.8362385,,761.2529575,,6,4.829097382,Delhi,SMB.,Male,1,No,,Unknown,late payment
CUST-01944,18,80963.39895,755.2308102,3.212509104,,2.133606566,Hyderabad,SMB,,N,No,2026-06-03,email,good customer
CUST-01384,36.02418767,38070.24661,,,9,3.725482866,Bengaluru,SMB,F,1,No,2024-11-10,website,
CUST-01786,52.5546043,,690 pts,6.827945977,11,,Bengaluru,Enterprise,Male,,Yes,2025-12-24,,follow-up needed
CUST-00149,50.8 years,,748.7467467,2.290303665,2,,Delhi,Enterprise,m,,No,not_a_date,,VIP
CUST-01555,21.48903694,,414.051147,9.151076375,3,3.479613557,Hyderabad,Enterprise,f,Yes,No,2025-05-03,,normal
CUST-01957,48.89675412,,625.2164903,17.5038024,10,3.194691304,Mumbai,,Male,no,,2026-06-17,Referral,???
CUST-00926,60.58609856,90155.7373,729.9959401,4.094304984,6,4.219319729,Pune,,Male,,No,2023-08-01,Social,follow-up needed
CUST-00943,43.88920051,55744.56865,617 pts,3.752022199,5,,Chennai,consumer,Male,1,,2023-08-18,,urgent
CUST-00837,34.08485594,74605.53408,556.7383125,0.6725730363,3,2.212959994,,,f,1,No,2023-05-02,email,VIP
CUST-00576,,67831.89078,487.4683188,2.949382074,9,3.23806553,Hyderabad,Enterprise,,No,No,09/08/2022,,VIP
CUST-00558,25.6 years,87277.75638,,,8,4.774355893,Hyderabad,consumer,f,0,,2022-07-22,,
CUST-01236,28.5 years,74256.08693,583.0337708,10.59819637,,5,Pune,SMB,M,Y,No,2024-06-12,referral,normal
CUST-01361,33.46632161,53333.42246,506.0061226,2.033120221,5,4.789736106,,,m,no,No,2024-10-17,referral,good
CUST-01348,,"$60,643",616 pts,11.85122985,7,3.047878369,Pune,consumer,Male,yes,No,2024-10-04,Google Ads,good
CUST-01162,33.64087223,74291.76069,571.0454803,,3,1.642509357,Bengaluru,,,No,No,2024-03-29,Referral,
CUST-01443,,,599 pts,3.194590434,6,4.461594718,Hyderabad,consumer,Female,Y,Yes,2025-01-09,Unknown,normal
CUST-00287,41.16460645,80717.20558,790.9209694,6.596493427,3,3.958849615,Pune,Enterprise,Female,0,No,2021-10-19,,complaint!!!
CUST-01605,34.2517347,57163.05055,634.727615,4.922561138,7,5,Mumbai,SMB,m,No,Yes,,,ok
CUST-01058,42.93406302,,688.5646831,3.003497689,3,3.121582218,Chennai,Enterprise,M,,No,2023-12-14,,VIP
CUST-00599,,"$153,576",644.6537542,6.110321281,2,4.156653177,Delhi,SMB,F,Yes,,2022-09-02,google_ads,complaint!!!
CUST-00933,52.0 years,,771.621238,6.895593495,,4.168592553,,Consumer,F,N,No,2023-08-08,Referral,urgent
CUST-01462,29.30466738,25289.28082,633.2461573,1.020192739,4,4.27149079,,SMB,M,,No,2025-01-28,Website,ok
CUST-01638,49.68582886,"$114,703",598.9984619,6.470361923,1,3.563949368,Bengaluru,Consumer,f,,Yes,2025-07-27,,
CUST-01588,49.31318961,missing,693 pts,13.84454892,,,Bengaluru,UNKNOWN,Male,,No,2025-06-06,,
CUST-01041,26.5 years,109966.0195,,1.732355896,5,2.085446188,,Enterprise,Male,0,Yes,2023-11-26,Social,late payment
CUST-01231,,42967.77835,650.5778215,7.969260259,56,3.849907409,Mumbai,SMB,,no,No,2024-06-07,referral,ok
CUST-00807,36.41325612,142124.8635,,,,2.861013199,Delhi,Consumer,m,1,No,2023-04-02,google_ads,good
CUST-00905,30.53351066,43923.02568,481.3446974,3.312469417,7,3.113917091,Bengaluru,Consumer,,Y,Yes,,,VIP
CUST-01680,34.63279464,57463.6855,582.0336058,4.864526886,8,4.36600401,Delhi,SMB,F,Yes,No,,Website,VIP
CUST-01205,30.19323656,69634.77966,610.1482411,7.591079078,6,3.783267976,Hyderabad,SMB,m,Yes,No,2024-05-11,referral,VIP
CUST-00768,,144212.7068,631.724855,8.026383399,,4.569662601,,Enterprise,F,0,Yes,21/02/2023,Email,complaint!!!
CUST-00610,44.45641328,,658.6042527,3.909279795,6,3.650727615,Chennai,Enterprise,M,Yes,,2022-09-13,,???
CUST-01993,40.77992533,,657.6723894,2.794708504,9,4.891166141,Chennai,Enterprise,F,Yes,No,2026-07-23,Social,normal
CUST-01565,,"$117,570",627.7393604,,6,,Pune,Consumer,,N,No,,,
CUST-01423,42.68636716,98761.20717,649.2125543,11.16451487,5,3.396384141,Delhi,Consumer,M,yes,Yes,2024-12-20,,normal
CUST-01011,23.18224296,201382.8352,632.0371771,1.006497535,1,3.642442901,,,M,no,No,,referral,
CUST-00494,43.4 years,error,783.9153142,3.302047114,5,,Hyderabad,Enterprise,M,yes,,2022-05-18,???,
CUST-01321,,,800.9677424,4.936914823,7,4.044959359,Mumbai,Consumer,F,No,No,2024-09-07,Website,follow-up needed
CUST-00278,24.7 years,"$155,204",616.3577643,3.703984051,5,1,Bengaluru,Consumer,,N,No,2021-10-10,Referral,late payment
CUST-01847,38.3923427,,621.6031999,3.238052329,3,,Hyderabad,Consumer,Male,0,Yes,2026-02-25,Unknown,N/A
CUST-00359,27.63985682,106957.1939,603.7049882,0.8098058806,,,Mumbai,,F,Yes,Yes,2021-12-31,,follow-up needed
CUST-01111,,,571.4243501,9.121933725,4,5,Chennai,Enterprise,f,N,,2024-02-06,,good customer
CUST-00237,18,53829.88405,,3.67149053,,4.687582256,Delhi,SMB,Male,1,No,2021-08-29,,N/A
CUST-00552,44.67840131,51821.48591,,5.786580631,12,4.512218786,Bengaluru,Enterprise,M,no,No,2022-07-16,email,complaint!!!
CUST-01868,,,,3.328918212,5,3.979398456,Kolkata,SMB,M,Yes,No,2026-03-18,Referral,
CUST-01813,41.28564614,41163.99339,648.9280234,5.884296408,4,3.29459124,Pune,SMB,m,1,No,2026-01-21,WEB,N/A
CUST-00209,,76960.92991,559.5547305,7.708636866,,4.580261219,Pune,Consumer,f,yes,No,,,N/A
CUST-01387,52.98509327,54295.99991,,14.42737569,9,,,SMB,,Yes,No,,Email,N/A
CUST-01561,33.29552245,81620.64807,626.7711014,4.285605225,9,1.56943647,,,m,,No,09/05/2025,Unknown,follow-up needed
CUST-00059,,39481.71035,698.9516482,9.671239236,8,4.947043258,Delhi,,,yes,No,2021-03-01,referral,N/A
CUST-00632,68.59193543,31973.29824,670 pts,5.866613385,7,3.862904285,,SMB,F,Y,Yes,05/10/2022,,???
CUST-01962,30.31411914,,697.0447838,13.46238476,4,,Chennai,SMB,m,1,No,2026-06-22,email,late payment
CUST-01860,21.23645531,,707.3437174,9.63830426,,4.980702269,Pune,Consumer,Female,1,No,2026-03-10,???,
CUST-01817,45.97224409,53132.53686,,0.7763692877,,4.696565764,Hyderabad,SMB,F,Yes,Yes,,,N/A
CUST-00364,25.3 years,71630.21971,676 pts,9.574298041,5,3.124579604,Chennai,SMB,Male,No,No,2022-01-05,???,complaint!!!
CUST-00506,31.4780539,91196.47157,544.443603,4.838633502,8,5,Hyderabad,Consumer,Female,Y,No,2022-05-30,,???
CUST-01166,27.66989986,66325.5657,554.7763639,,9,3.849355455,Bengaluru,UNKNOWN,Male,1,Yes,02/04/2024,???,
CUST-01122,38.0373026,60908.05938,,,6,,,SMB,m,,Yes,2024-02-17,,
CUST-01630,50.93412027,,697.6474079,4.329423103,9,4.375057945,Hyderabad,Enterprise,,Yes,Yes,2025-07-18,website,complaint!!!
CUST-01217,18,,646.9838488,0.1965972814,3,3.267729263,Mumbai,Consumer,M,no,No,2024-05-24,email,
CUST-01152,unknown,33360.89659,,3.03797079,8,4.461675813,Pune,SMB.,Female,No,No,2024-03-18,Website,
CUST-01125,35.8 years,62852.30032,735.7517321,4.106518353,,4.440563125,Bengaluru,,F,0,Yes,2024-02-20,,???
CUST-01595,42.53565198,44710.3978,496.3300198,5.582432166,9,4.948985879,Mumbai,SMB,Male,Yes,No,,Referral,follow-up needed
CUST-00119,57.2 years,61907.2415,,10.25088216,4,4.934138296,Bengaluru,,f,N,No,,Referral,
CUST-01250,19.3 years,60918.82272,,2.504368632,6,3.7682775,Mumbai,Consumer,M,Y,No,26/06/2024,Google Ads,follow-up needed
CUST-01994,49.58204591,37624.36767,751.2269779,5.833669214,5,3.049598363,Mumbai,Enterprise,M,0,No,2026-07-24,google_ads,
CUST-00523,54.02941204,48898.4115,850,4.48889524,6,2.925926948,Hyderabad,SMB,F,1,No,2022-06-16,,good
CUST-00514,36.96679218,85628.44218,658.651447,4.664522876,5,3.119500551,Hyderabad,Consumer,,no,No,2022-06-07,Referral,urgent
CUST-00082,30.05688871,68048.14616,743.2390526,,4,4.495040823,Hyderabad,Consumer,F,0,No,2021-03-24,Google Ads,good customer
CUST-00916,51.9 years,160270.333,701 pts,7.826735459,7,2.832135384,Hyderabad,,F,0,No,2023-07-22,,ok
CUST-01019,34.0 years,67733.7659,689.4963935,4.977351841,2,,,Consumer,Female,Y,Yes,2023-11-04,,
CUST-00381,39.29456533,47313.51516,680 pts,7.741109067,,2.063519815,Mumbai,,f,Yes,Yes,2022-01-23,Email,complaint!!!
CUST-01030,50.5463873,63908.91397,252 pts,8.117570316,6,3.285228101,Pune,Consumer,F,Y,No,15/11/2023,email,good customer
CUST-01689,36.30325397,,850,7.058698833,3,4.929442302,Kolkata,,M,no,No,2025-09-17,google_ads,
CUST-00085,23.64992425,96511.01618,613.781221,1.969581546,10,3.428709863,Delhi,Consumer,M,N,,27/03/2021,,
CUST-01678,42.37430046,76960.76545,652.1406193,7.124082455,,3.66755852,Chennai,Consumer,Male,yes,No,2025-09-05,Referral,follow-up needed
CUST-00330,31.8 years,95311.82608,764.7931087,2.355341005,7,,Chennai,SMB,m,,Yes,2021-12-02,,???
CUST-00007,39.5 years,52223.16492,497.3088174,,6,5,Hyderabad,Consumer,f,Yes,No,07/01/2021,,good customer
CUST-00746,49.2 years,104103.3599,485.851623,5.647817234,,4.066598318,Delhi,,m,1,No,2023-01-30,google_ads,VIP
CUST-01554,33.61436487,21543.59144,612.6465702,1.439349562,7,1.724985958,,Consumer,Female,0,No,not_a_date,,
CUST-00915,49.84886174,66945.83904,551 pts,6.907507859,8,5,Chennai,SMB,,1,Yes,2023-07-21,referral,normal
CUST-00874,38.75602842,19395.82754,608.0190181,0.4957574301,6,3.979654237,,,F,yes,No,2023-06-09,,follow-up needed
CUST-00452,42.18531073,,716.9066157,4.103925989,5,3.603149551,,,Male,No,No,2022-04-05,referral,follow-up needed
CUST-00491,51.02344405,,,,10,,Chennai,,f,yes,No,2022-05-15,Email,
CUST-01481,43.3997401,,697.7053276,8.727762625,3,,Bengaluru,UNKNOWN,F,no,No,2025-02-17,Website,
CUST-00288,38.62960158,,,0.07314210929,,2.218721972,Bengaluru,,f,1,No,2021-10-20,Social,complaint!!!
CUST-00949,42.59462884,81994.2525,727.6357129,10.55339802,3,3.513524625,Hyderabad,consumer,F,no,Yes,2023-08-25,Email,good
CUST-01986,34.52149261,"$39,065",688.2520335,2.873873413,5,,Hyderabad,Consumer,F,Y,No,2026-07-16,,good customer
CUST-01369,unknown,64977.38082,,8.557680774,6,,Mumbai,Consumer,Female,,No,2024-10-26,Email,late payment
CUST-01147,thirty,,633.7878833,6.867674926,5,3.917829707,Bengaluru,Consumer,m,,No,2024-03-13,???,???
CUST-00706,26.28849421,49919.7144,528.9144263,6.325978275,4,2.679302879,Bengaluru,SMB,M,yes,No,2022-12-20,email,???
CUST-01727,26.71363741,62363.89862,657.8309769,4.693148044,,,Bengaluru,Consumer,M,N,Yes,2025-10-25,,late payment
CUST-01702,,33682.95709,ERR,8.503803526,2,3.86024494,Hyderabad,Consumer,Male,yes,Yes,2025-09-30,Email,normal
CUST-01629,,"$108,002",650.2576318,3.227162607,9,4.352001949,Delhi,,Female,1,No,2025-07-17,Unknown,good
CUST-01600,25.2 years,118532.069,736.0250216,2.077603047,4,,,,f,no,Yes,2025-06-18,???,late payment
CUST-01539,26.83682375,88414.32771,593.0394819,8.779672599,5,,Bengaluru,UNKNOWN,M,N,No,2025-04-17,email,normal
CUST-01406,46.3 years,27691.84307,556.6081981,7.354300668,8,4.673358006,Chennai,Enterprise,,Y,No,2024-12-02,referral,good
CUST-01651,,,,5.652120779,2,2.644361845,Pune,consumer,f,yes,Yes,2025-08-09,,normal
CUST-00328,37.19656193,123445.3641,850,2.869063005,5,4.440564189,,consumer,F,Yes,No,2021-11-30,,VIP
CUST-00443,42.3 years,,716 pts,,12,2.420445038,Kolkata,consumer,m,0,Yes,2022-03-27,Website,
CUST-00775,38.1 years,error,662.2917066,4.519822234,6,5,Mumbai,Consumer,f,No,Yes,2023-02-28,,good customer
CUST-01088,19.47649757,"$33,428",,4.918965875,3,1.89823384,Delhi,Consumer,F,no,No,2024-01-13,email,
CUST-01221,37.46676599,120563.2857,580.6394459,2.208925192,6,4.105551272,,Consumer,F,0,Yes,,Social,
CUST-01636,51.01418193,27042.84851,651.0252631,6.25815704,6,,,Consumer,M,Yes,Yes,2025-07-25,Unknown,follow-up needed
CUST-00178,39.91989936,72717.62819,687.6363225,4.017465717,4,5,Hyderabad,SMB,Male,0,Yes,2021-06-30,Google Ads,normal
CUST-01323,37.73302646,60241.8136,682.088814,7.716199903,4,3.174638188,Bengaluru,SMB.,f,Yes,No,09/09/2024,email,
CUST-00705,50.6 years,61763.26167,601.9924738,5.718415988,3,5,Bengaluru,,,Yes,No,2022-12-19,Website,good
CUST-00087,32.36717192,,850 pts,7.062404632,1,5,Kolkata,,f,1,Yes,2021-03-29,email,
