Customer ID,Order Date,City,Product Category,Customer Segment,Gender,Sales Channel,Age,Units Sold,Unit Price,Discount %,Customer Rating,Is Active,Returned,Payment Method,Gross Sales,Discount Amount,Revenue,Cost,Profit
CUST01703,2025-06-28 0:00:00,Delhi,Sports,Regular,Female,Corporate,52,10,15567.31,33.79,4.9,1,0,Debit Card,155673.1,52601.94,103071.16,65963.98,37107.18
CUST01028,2025-10-27 0:00:00,Delhi,Home & Kitchen,Premium,Male,Retail,65,3,14168.64,6.6,2.3,1,0,Cash,42505.92,2805.39,39700.53,33254.8,6445.73
CUST01559,2025-10-24 0:00:00,Chennai,Home & Kitchen,Regular,Female,Corporate,37,14,23712.37,34.51,3.5,0,0,UPI,331973.18,114563.94,217409.24,144824.9,72584.34
CUST01798,2025-01-23 0:00:00,Mumbai,Beauty,Regular,Male,Online,120,14,11747.6,3.5,3.6,0,0,Credit Card,164466.4,5756.32,158710.08,101891.62,56818.46
CUST00408,2025-07-17 0:00:00,Delhi,Electronics,Regular,Female,Online,58,8,7883.17,0.7,2.6,1,0,Cash,63065.36,441.46,62623.9,39437.27,23186.63
CUST00001,2025-11-19 0:00:00,Hyderabad,Home & Kitchen,Regular,Female,Corporate,68,3,16747.69,35.06,4.5,1,0,Credit Card,50243.07,17615.22,32627.85,24432.21,8195.64
CUST00942,2025-10-22 0:00:00,DELHI,Home & Kitchen,Premium,Male,Online,,1,7928.44,16.06,2.8,1,0,Debit Card,7928.44,1273.31,6655.13,3420.91,3234.22
CUST01220,2025-06-25 0:00:00,Pune,Beauty,Regular,Female,Corporate,24,1,1149.9,7.05,2.4,1,0,,1149.9,81.07,1068.83,646.91,421.92
CUST01876,2025-10-06 0:00:00,Pune,Electronics,Regular,Female,Corporate,62,11,20673.76,1.21,2.1,1,0,Debit Card,227411.36,2751.68,224659.68,129308.72,95350.96
CUST01543,2025-01-31 0:00:00,Hyderabad,Electronics,Regular,Female,Corporate,41,4,27132.81,18.88,3.1,1,0,Cash,108531.24,20490.7,88040.54,68145.02,19895.52
CUST00130,2025-12-07 0:00:00,Mumbai,Electronics,Premium,Female,Retail,44,7,3104.61,19.91,1.6,1,0,Credit Card,21732.27,4326.89,17405.38,12701.57,4703.81
CUST00718,2025-12-18 0:00:00,Pune,Clothing,Premium,Other,Online,31,10,17090.93,5.26,4,1,0,Net Banking,170909.3,8989.83,161919.47,99830.12,62089.35
CUST00922,2025-10-09 0:00:00,Bengaluru,Electronics,Regular,Female,Online,36,5,10806.33,15.21,1.3,1,0,Net Banking,54031.65,8218.21,45813.44,31198.45,14614.99
CUST01122,2025-04-10 0:00:00,Bengaluru,Clothing,Premium,Other,Corporate,66,4,10k,38.97,3.1,1,0,Credit Card,5374.44,2094.42,3280.02,2755.63,524.39
CUST01436,2025-05-31 0:00:00,Pune,Home & Kitchen,Premium,Female,Retail,42,3,6652.5,30.84,2.7,1,0,Credit Card,19957.5,6154.89,13802.61,8269.03,5533.58
CUST00531,2025-05-22 0:00:00,Mumbai,Beauty,Regular,Male,Corporate,37,2,7238.55,13,3.1,0,0,Cash,14477.1,1882.02,12595.08,6320.77,6274.31
CUST00048,2025-11-22 0:00:00,Hyderabad,Clothing,Budget,Female,Corporate,47,13,26743.83,18.51,4.3,1,0,Debit Card,347669.79,64353.68,283316.11,187290.88,96025.23
CUST01575,2025-06-14 0:00:00,Chennai,Electronics,Budget,Male,Corporate,41,11,27410.41,10.33,4.1,0,1,Debit Card,301514.51,31146.45,270368.06,168839.69,101528.37
CUST00236,2025-12-06 0:00:00,Bengaluru,Sports,Regular,Female,Online,60,9,100000,1.96,3.3,1,0,Cash,5524.74,108.28,5416.46,4384.53,1031.93
CUST00406,2025-12-24 0:00:00,Bengaluru,Home & Kitchen,Regular,Female,Corporate,56,13,15836.43,14.83,3.2,0,0,UPI,205873.59,30531.05,175342.54,139870.13,35472.41
CUST00535,2025-06-05 0:00:00,Delhi,Clothing,Regular,Male,Corporate,54,9,1792.27,13.64,4.9,1,0,Cash,16130.43,2200.19,13930.24,8233.83,5696.41
CUST01924,2025-12-14 0:00:00,Pune,Electronics,Budget,Male,Online,51,11,17466.03,18.83,2.2,1,0,Credit Card,192126.33,36177.39,155948.94,129537.62,26411.32
CUST00374,2025-03-31 0:00:00,Bengaluru,Sports,Regular,Male,Online,38,2,19019.77,1.15,1.6,1,0,Credit Card,38039.54,437.45,37602.09,22532.48,15069.61
CUST00598,2025-07-19 0:00:00,Chennai,Home & Kitchen,Premium,Female,Retail,38,8,17316.25,21.99,1.6,1,0,UPI,138530,30462.75,108067.25,90577.14,17490.11
CUST00307,2025-05-11 0:00:00,Delhi,Beauty,Premium,Female,Online,24,12,29310.02,14.77,2.4,1,0,UPI,351720.24,51949.08,299771.16,177643.84,122127.32
CUST01662,2025-10-11 0:00:00,Delhi,Electronics,Regular,Female,Online,68,1,568.09,3.34,3.1,1,0,Credit Card,568.09,18.97,549.12,428.75,120.37
CUST00852,2025-10-04 0:00:00,Bengaluru,Electronics,Regular,Male,Retail,63,6,27142.6,11.75,2.3,1,0,Net Banking,162855.6,19135.53,143720.07,112335.85,31384.22
CUST01305,2025-11-03 0:00:00,Delhi,Clothing,Regular,Female,Retail,50,3,4345.21,14.59,4.9,1,1,Net Banking,13035.63,1901.9,11133.73,6762.05,4371.68
CUST01597,2025-10-30 0:00:00,Mumbai,Beauty,Regular,Female,Online,36,3,25012.18,3.63,2.1,1,1,,75036.54,2723.83,72312.71,58030,14282.71
CUST01041,2025-07-21 0:00:00,Hyderabad,Sports,Regular,Male,Corporate,29,5,1298.87,26.73,1.6,1,0,Credit Card,6494.35,1735.94,4758.41,2634.77,2123.64
CUST01411,2025-04-08 0:00:00,Hyderabad,Home & Kitchen,Regular,Male,Retail,35,8,12344.49,14.21,4.4,0,0,Debit Card,98755.92,14033.22,84722.7,66351.52,18371.18
CUST00120,2025-11-18 0:00:00,Pune,Clothing,Budget,Male,Corporate,51,14,8626.11,33.88,3.2,1,0,Debit Card,120765.54,40915.36,79850.18,52427.11,27423.07
CUST01272,2025-03-10 0:00:00,Pune,Beauty,Regular,Female,Online,67,13,28371.03,28.44,3.1,0,0,Debit Card,368823.39,104893.37,263930.02,196335.62,67594.4
CUST01320,2025-12-15 0:00:00,Hyderabad,Clothing,Regular,Female,Online,33,5,2648.7,33.53,1.9,1,0,Debit Card,13243.5,4440.55,8802.95,6945.09,1857.86
CUST00117,2025-11-21 0:00:00,Chennai,,Regular,Male,Online,49,3,18155.69,21.88,4.5,0,1,Cash,54467.07,11917.39,42549.68,35560,6989.68
CUST01917,2025-01-01 0:00:00,Mumbai,Beauty,Premium,Female,Retail,23,13,3995.62,39.89,4,1,0,Debit Card,51943.06,20720.09,31222.97,26336.45,4886.52
CUST01240,2025-12-22 0:00:00,Chennai,Sports,Regular,Male,Online,37,6,10k,17.8,2.8,1,0,Credit Card,140572.62,25021.93,115550.69,75468.83,40081.86
CUST01693,2025-10-29 0:00:00,Mumbai,Beauty,Regular,Male,Online,45,1,11377.1,8.64,1.7,1,0,Net Banking,11377.1,982.98,10394.12,7912.49,2481.63
CUST00301,2025-01-08 0:00:00,Bengaluru,Sports,Regular,Female,Online,37,8,11466.3,27.43,2.5,1,1,Net Banking,91730.4,25161.65,66568.75,54771.25,11797.5
CUST01023,2025-04-13 0:00:00,Bengaluru,Beauty,Regular,Female,Online,69,13,20056.03,5.9,1.4,1,0,UPI,260728.39,15382.98,245345.41,205937.3,39408.11
CUST01089,2025-01-20 0:00:00,Hyderabad,Home & Kitchen,Premium,Male,Retail,59,4,6758.78,1.6,1.8,1,0,Debit Card,27035.12,432.56,26602.56,21226.21,5376.35
CUST00289,2025-01-26 0:00:00,Pune,Clothing,Regular,Female,Online,51,8,13415.3,21.02,3.5,1,0,Credit Card,107322.4,22559.17,84763.23,55869.76,28893.47
CUST01481,2025-05-24 0:00:00,Chennai,Beauty,Budget,Male,Retail,39,8,21102.04,26.39,1.8,1,0,Credit Card,168816.32,44550.63,124265.69,93557.2,30708.49
CUST00817,2025-08-20 0:00:00,Bengaluru,Home & Kitchen,Regular,Female,Retail,37,3,"$20,000",16.96,4,0,0,Credit Card,68001.39,11533.04,56468.35,36460.52,20007.83
CUST00630,2025-03-24 0:00:00,Chennai,Beauty,Budget,Male,Online,47,7,24744.94,36.95,1.7,1,0,Net Banking,173214.58,64002.79,109211.79,84058.17,25153.62
CUST01174,2025-07-29 0:00:00,Delhi,Clothing,Premium,Male,Corporate,41,14,29438.09,35.71,1.6,1,0,Cash,412133.26,147172.79,264960.47,161639.12,103321.35
CUST00754,2025-11-21 0:00:00,Chennai,Home & Kitchen,Regular,Female,Corporate,41,9,10423.17,13.45,2.4,1,0,Cash,93808.53,12617.25,81191.28,53176.32,28014.96
CUST01355,2025-01-12 0:00:00,Pune,Electronics,Budget,Female,Corporate,44,1,23694.88,31.9,2,1,0,Debit Card,23694.88,7558.67,16136.21,11664.78,4471.43
CUST00390,2025-04-06 0:00:00,Hyderabad,Home & Kitchen,Regular,Male,Retail,50,3,20435.64,28.55,3,0,0,Debit Card,61306.92,17503.13,43803.79,22772.47,21031.32
CUST00866,2025-02-02 0:00:00,Chennai,Home & Kitchen,Budget,Male,Retail,34,14,5736.04,2.33,3.8,1,0,Net Banking,80304.56,1871.1,78433.46,55559.51,22873.95
CUST00820,2025-01-29 0:00:00,Chennai,Sports,Regular,Female,Online,47,1,27296.27,35.43,2.3,0,0,Debit Card,27296.27,9671.07,17625.2,8982.34,8642.86
CUST00193,2025-05-05 0:00:00,Pune,Beauty,Budget,Female,Online,62,10,575.03,23.06,2.3,1,0,Debit Card,5750.3,1326.02,4424.28,3598.02,826.26
CUST00637,2025-05-13 0:00:00,Pune,Clothing,Regular,Male,Retail,25,2,20863.99,0.52,2.3,0,0,Net Banking,41727.98,216.99,41510.99,31143.26,10367.73
CUST00529,2025-04-12 0:00:00,Bengaluru,Electronics,Regular,Female,Corporate,37,4,7044.94,2.82,1.9,1,0,UPI,28179.76,794.67,27385.09,16867.06,10518.03
CUST01968,2025-06-21 0:00:00,Bengaluru,Sports,Regular,Male,Online,33,4,19163.48,34.67,3.1,1,0,Cash,76653.92,26575.91,50078.01,38883.44,11194.57
CUST00274,2025-12-17 0:00:00,Mumbai,Beauty,Regular,Male,Retail,39,2,28063.9,19.52,3.5,1,0,UPI,56127.8,10956.15,45171.65,35169.21,10002.44
CUST01639,2025-11-12 0:00:00,Mumbai,Sports,Regular,Male,Online,18,5,1678.77,6.18,1.9,1,0,Cash,8393.85,518.74,7875.11,5242.09,2633.02
CUST01124,2025-07-01 0:00:00,Chennai,Clothing,Budget,Male,Corporate,59,2,26187.7,12.13,2.6,1,0,Net Banking,52375.4,6353.14,46022.26,30866.65,15155.61
CUST01119,2025-06-27 0:00:00,Hyderabad,Home & Kitchen,Regular,Female,Online,56,10,10323.81,26.47,4.8,1,0,UPI,103238.1,27327.13,75910.97,61560.33,14350.64
CUST00076,2025-01-02 0:00:00,Hyderabad,Home & Kitchen,Premium,Other,Corporate,38,7,28396.72,22.37,3.2,1,0,Net Banking,198777.04,44466.42,154310.62,77626.67,76683.95
CUST01751,2025-10-26 0:00:00,Bengaluru,Electronics,Premium,Male,Online,58,6,10401.06,24.75,4.7,1,1,Net Banking,62406.36,15445.57,46960.79,23731.79,23229
CUST01907,2025-10-12 0:00:00,Chennai,Beauty,Regular,Female,Retail,51,7,18098.25,38.08,4.3,0,0,Cash,126687.75,48242.7,78445.05,46244.1,32200.95
CUST00896,2025-05-25 0:00:00,Chennai,Beauty,Premium,Male,Online,44,2,20115.06,9.69,2.9,1,0,Debit Card,40230.12,3898.3,36331.82,23069,13262.82
CUST01859,2025-10-17 0:00:00,Bengaluru,Sports,Budget,Male,Corporate,35,12,9636.21,16.59,4,1,0,Debit Card,115634.52,19183.77,96450.75,61410.24,35040.51
CUST01532,2025-08-01 0:00:00,Mumbai,Electronics,Premium,Female,Retail,67,14,14719.41,26.51,3.9,1,0,Net Banking,206071.74,54629.62,151442.12,77625.64,73816.48
CUST00894,2025-11-30 0:00:00,Pune,Clothing,Budget,Female,Retail,26,8,1588.73,38.83,1.4,1,1,Debit Card,12709.84,4935.23,7774.61,6353.59,1421.02
CUST00088,2025-01-04 0:00:00,Hyderabad,Beauty,Premium,Female,Corporate,28,8,21163.16,10.25,1.7,1,0,Cash,169305.28,17353.79,151951.49,123224.69,28726.8
CUST00429,2025-10-10 0:00:00,Chennai,Clothing,Regular,Female,Retail,21,6,6432.69,36.87,1.2,0,0,Credit Card,38596.14,14230.4,24365.74,15605.56,8760.18
CUST00416,2025-09-01 0:00:00,Chennai,Sports,Budget,Female,Retail,18,11,4542.52,34.27,1.2,1,0,UPI,49967.72,17123.94,32843.78,16808.59,16035.19
CUST01742,2025-12-26 0:00:00,Hyderabad,Home & Kitchen,Premium,Female,Online,21,14,28565.13,32.2,3.4,1,0,Net Banking,399911.82,128771.61,271140.21,228191.5,42948.71
CUST01658,2025-03-29 0:00:00,Pune,Home & Kitchen,Regular,Male,Corporate,200,3,22272.83,24.35,1.5,0,0,Debit Card,66818.49,16270.3,50548.19,40449.06,10099.13
CUST01613,2025-02-25 0:00:00,Delhi,Sports,Regular,Male,Corporate,36,2,9230.59,90,4.3,1,0,Cash,18461.18,1894.12,16567.06,8317.16,8249.9
CUST00633,2025-02-16 0:00:00,Bengaluru,Electronics,Budget,Female,Online,23,13,13979.28,38.67,1.9,1,0,Net Banking,181730.64,70275.24,111455.4,75906.92,35548.48
CUST01036,2025-09-30 0:00:00,Hyderabad,Electronics,Budget,Female,Retail,36,2,3097.13,39.37,1.9,1,0,Cash,6194.26,2438.68,3755.58,2216.64,1538.94
CUST00475,2025-06-03 0:00:00,Bengaluru,Electronics,Regular,Male,Corporate,28,10,unknown,11.3,2.9,0,0,Net Banking,111573.6,12607.82,98965.78,63707.18,35258.6
CUST00019,2025-12-06 0:00:00,Mumbai,Electronics,Premium,Female,Online,36,5,2847.79,6.58,3.5,1,1,Debit Card,14238.95,936.92,13302.03,10300.17,3001.86
CUST01311,2025-09-04 0:00:00,Delhi,Electronics,Regular,Female,Retail,26,2,2899.76,32.72,2.7,0,0,Credit Card,5799.52,1897.6,3901.92,2033.17,1868.75
CUST01162,2025-06-28 0:00:00,Mumbai,Sports,Regular,Male,Corporate,68,3,7575.95,39.42,1.3,1,0,Debit Card,22727.85,8959.32,13768.53,8519.17,5249.36
CUST00875,2025-02-19 0:00:00,Hyderabad,Beauty,Regular,Female,Retail,63,3,2692.23,27.7,4.8,1,0,Cash,8076.69,2237.24,5839.45,4398.27,1441.18
CUST01336,2025-04-11 0:00:00,Mumbai,Clothing,Regular,Female,Retail,40,4,16751.5,0.08,2.3,1,0,Net Banking,67006,53.6,,54777.5,12174.9
CUST01338,2025-01-25 0:00:00,Bengaluru,Sports,Regular,Male,Retail,56,3,100000,25.92,2.9,0,0,Net Banking,54311.25,14077.48,40233.77,30491.69,9742.08
CUST01500,2025-05-31 0:00:00,Delhi,Electronics,Regular,Female,Corporate,35,4,13457.91,23.06,4.6,1,0,Debit Card,53831.64,12413.58,41418.06,29991.03,11427.03
CUST01009,2025-10-22 0:00:00,Bengaluru,Clothing,Regular,Female,Retail,18,8,22323.99,33.25,2.9,1,0,UPI,178591.92,59381.81,119210.11,75945.33,43264.78
CUST01075,2025-09-08 0:00:00,Mumbai,Beauty,Premium,Female,Online,50,12,18202.29,21.51,3.3,1,0,UPI,218427.48,46983.75,171443.73,111930.5,59513.23
CUST00326,2025-05-09 0:00:00,Hyderabad,Sports,Budget,Female,Retail,,14,22179.67,14.95,1.2,0,0,UPI,310515.38,46422.05,264093.33,168840.67,95252.66
CUST00831,2025-04-19 0:00:00,Bengaluru,Clothing,Regular,Female,Online,54,9,782.28,28.33,4.8,1,0,Credit Card,7040.52,1994.58,5045.94,4047.26,998.68
CUST00217,2025-10-09 0:00:00,Pune,Home & Kitchen,Budget,Male,Corporate,61,4,478.61,22.44,3.8,1,0,Cash,1914.44,429.6,1484.84,980.85,503.99
CUST00702,2025-01-23 0:00:00,Hyderabad,Electronics,Regular,Male,Retail,51,2,8954.3,22.88,1.3,1,0,Debit Card,17908.6,4097.49,13811.11,7362.78,6448.33
CUST00486,2025-02-12 0:00:00,Hyderabad,Home & Kitchen,Premium,Male,Corporate,61,4,10164.21,4.82,5,1,0,Net Banking,40656.84,1959.66,38697.18,19427.19,19269.99
CUST00338,2025-01-15 0:00:00,Bengaluru,Sports,Premium,Male,Retail,26,6,15049.1,0.87,3.5,1,1,Credit Card,90294.6,785.56,89509.04,52198.06,37310.98
CUST01679,2025-06-26 0:00:00,Pune,Home & Kitchen,Regular,Male,Online,47,3,28299.66,14.22,1.9,N,0,Cash,84898.98,12072.63,72826.35,51749.64,21076.71
CUST00269,2025-10-06 0:00:00,Delhi,Electronics,Regular,Male,Online,51,13,7783.63,8.44,1.5,1,0,UPI,101187.19,8540.2,92646.99,50421.61,42225.38
CUST01706,2025-08-14 0:00:00,Pune,Sports,Regular,Female,Online,18,9,5912.68,0.2,4.7,1,0,Cash,53214.12,106.43,53107.69,31638.69,21469
CUST00784,2025-06-01 0:00:00,Chennai,Beauty,Premium,Female,Online,29,3,2754.41,33.92,4.3,0,0,Debit Card,8263.23,2802.89,5460.34,3359.52,2100.82
CUST01181,2025-03-14 0:00:00,Chennai,Home & Kitchen,Regular,Male,Corporate,64,N/A,19442.5,21.06,2.9,1,0,UPI,233310,49135.09,184174.91,127096.75,57078.16
CUST00205,2025-10-18 0:00:00,Chennai,Electronics,Regular,Male,Retail,45,200,14386.72,39.38,1.4,1,1,Net Banking,100707.04,39658.43,61048.61,45150.83,15897.78
CUST01929,2025-02-08 0:00:00,Bengaluru,Electronics,Premium,Female,Retail,30,1,11663.09,32.74,1.3,0,0,Debit Card,11663.09,3818.5,7844.59,6476.57,1368.02
CUST01169,2025-09-06 0:00:00,Delhi,Home & Kitchen,Regular,Female,Corporate,64,9,15622.88,15.21,4.3,0,0,Cash,140605.92,21386.16,119219.76,90642.24,28577.52
CUST01792,2025-07-17 0:00:00,Hyderabad,Home & Kitchen,Regular,Male,Corporate,55,13,17747.27,19.48,1.7,1,0,Cash,230714.51,44943.19,185771.32,128802.87,56968.45
CUST01826,2025-11-16 0:00:00,Delhi,Electronics,Budget,Female,Retail,45,7,23809.83,25.08,1.7,1,1,Credit Card,166668.81,41800.54,124868.27,93273.46,31594.81
CUST01782,2025-05-12 0:00:00,Mumbai,ELECTRONICS,Budget,Male,Corporate,66,10,29221.55,17.9,1.3,1,1,Credit Card,292215.5,52306.57,239908.93,177948.41,61960.52
CUST00349,2025-12-02 0:00:00,Mumbai,Sports,Regular,Male,Retail,58,7,8179.72,12.8,3.6,1,0,Cash,57258.04,7329.03,49929.01,35661.08,14267.93
CUST01715,2025-02-26 0:00:00,Hyderabad,Sports,Premium,Male,Online,18,1,5930.04,19.51,1.7,1,0,Cash,5930.04,1156.95,4773.09,3989.89,783.2
CUST00305,2025-04-24 0:00:00,Bengaluru,Sports,Regular,Female,Retail,35,5,8352.68,120,1.6,1,0,UPI,41763.4,9484.47,32278.93,19129.09,13149.84
CUST00029,2025-02-09 0:00:00,Chennai,Electronics,Regular,Female,Retail,48,9,4511.72,36.13,2.8,1,1,Debit Card,40605.48,14670.76,25934.72,17189.89,8744.83
CUST01861,2025-07-25 0:00:00,Bengaluru,Sports,Premium,Male,Online,63,6,11993.74,37.91,4.7,1,0,UPI,71962.44,27280.96,44681.48,31436.66,13244.82
CUST01478,2025-12-06 0:00:00,Hyderabad,Electronics,Regular,Other,Corporate,23,14,8339.91,20.25,4,1,1,Net Banking,116758.74,23643.64,93115.1,78566.65,14548.45
CUST00448,2025-07-19 0:00:00,Mumbai,Electronics,Premium,Male,Online,29,14,16290.11,18.05,2.4,1,1,UPI,228061.54,41165.11,186896.43,142451.73,44444.7
CUST01719,2025-10-23 0:00:00,Delhi,Home & Kitchen,Regular,Female,Corporate,60,9,27406.51,16.13,2.7,1,0,Cash,246658.59,39786.03,206872.56,159956.08,46916.48
CUST01449,2025-01-24 0:00:00,Delhi,Electronics,Premium,Male,Corporate,60,14,24015.61,11.58,,1,0,UPI,336218.54,38934.11,297284.43,231233.23,66051.2
CUST01037,2025-03-22 0:00:00,Delhi,Electronics,Premium,Female,Online,34,3,21616.52,27.54,3.3,1,0,Net Banking,64849.56,17859.57,46989.99,34441.85,12548.14
CUST00885,2025-08-03 0:00:00,Mumbai,Beauty,Premium,Male,Corporate,51,10,2009.64,21.13,1.9,1,0,Net Banking,20096.4,4246.37,15850.03,12705.01,3145.02
CUST01758,2025-12-11 0:00:00,Hyderabad,Clothing,Premium,Female,Online,45,10,2873.34,38.95,3.2,1,0,Net Banking,28733.4,11191.66,17541.74,9641.87,7899.87
CUST00526,2025-03-02 0:00:00,Delhi,Sports,Regular,Female,Corporate,25 years,1,7163.29,9.87,2,1,0,Debit Card,7163.29,707.02,6456.27,4127,2329.27
CUST01918,2025-09-10 0:00:00,Chennai,Electronics,Budget,female,Retail,20,13,27323,20.2,4.4,0,0,Credit Card,355199,71750.2,283448.8,175698.1,107750.7
CUST00725,2025-01-15 0:00:00,Mumbai,Beauty,Regular,Male,Retail,20,2,29232.3,31.09,1.5,1,0,Credit Card,58464.6,18176.64,40287.96,34063.93,6224.03
CUST01730,2025-08-07 0:00:00,Mumbai,Electronics,Premium,Male,Retail,58,11,13095.27,20.98,1.4,1,0,Credit Card,144047.97,30221.26,113826.71,75339.87,38486.84
CUST01180,2025-11-03 0:00:00,Delhi,ELECTRONICS,Regular,Female,Online,37,5,7562.37,1.92,1.1,1,0,UPI,37811.85,725.99,37085.86,28521.58,8564.28
CUST00822,15/01/2025,Delhi,Clothing,Premium,Male,Online,69,10,3747.21,6.15,1.1,1,0,Debit Card,37472.1,2304.53,35167.57,29478.24,5689.33
CUST01427,2025-07-05 0:00:00,Chennai,Clothing,Premium,Female,Corporate,61,10,27834.69,38.27,3.1,1,0,Cash,278346.9,106523.36,171823.54,89916.98,81906.56
CUST01031,2025-09-09 0:00:00,Bengaluru,Sports,Regular,Male,Online,36,3,4781.18,13.67,2.1,0,0,Debit Card,14343.54,1960.76,12382.78,7233.2,5149.58
CUST00742,2025-08-25 0:00:00,Pune,Beauty,Regular,Male,Retail,62,13,10979.91,4.25,4.9,1,0,Debit Card,142738.83,6066.4,136672.43,97914.06,38758.37
CUST00024,2025-03-10 0:00:00,Pune,Sports,Premium,Female,Retail,58,1,2610.77,6.65,3.7,1,0,Debit Card,2610.77,173.62,2437.15,1805.05,632.1
CUST01845,2025-04-15 0:00:00,Chennai,Electronics,Regular,Male,Retail,25,11,19220.24,15.73,3.4,1,1,Cash,211422.64,33256.78,178165.86,89275.71,88890.15
CUST00640,2025-05-31 0:00:00,Pune,Home & Kitchen,Budget,Female,Corporate,33,11,8738.17,32.77,1.9,1,0,UPI,96119.87,31498.48,64621.39,37183.45,27437.94
CUST01642,2025-01-01 0:00:00,Hyderabad,Sports,Budget,Female,Corporate,35,1,29826.73,24.62,1.9,1,0,Credit Card,29826.73,7343.34,22483.39,17763.54,4719.85
CUST01105,2025-10-13 0:00:00,Chennai,Clothing,Premium,Female,Corporate,55,3,15184.07,31.33,2.5,1,0,Net Banking,45552.21,14271.51,31280.7,18135.19,13145.51
CUST00485,2025-07-11 0:00:00,Chennai,Home & Kitchen,Regular,Male,Corporate,43,8,21972.48,37.14,4.9,0,0,Debit Card,175779.84,65284.63,110495.21,57631.05,52864.16
CUST00265,2025-12-26 0:00:00,Delhi,Beauty,Regular,Male,Online,36,11,4081.23,2.29,3.1,1,0,Credit Card,44893.53,1028.06,43865.47,30252.69,13612.78
CUST00642,2025-12-07 0:00:00,Pune,Beauty,Regular,Male,Retail,53,3,20177.53,30.82,3,1,0,Debit Card,60532.59,18656.14,41876.45,23138.78,18737.67
CUST00144,2025-05-16 0:00:00,Mumbai,Electronics,Budget,Male,Online,28,7,20987.84,23.33,2.6,0,0,Debit Card,146914.88,34275.24,112639.64,89930.78,22708.86
CUST00461,2025-07-21 0:00:00,Hyderbad,Sports,Regular,Male,Online,25,13,22225.52,3.1,4.7,1,0,Net Banking,288931.76,8956.88,279974.88,157228.98,122745.9
CUST00508,2025-12-26 0:00:00,Pune,Electronics,Premium,Male,Retail,52,2,22296.86,1.6,4.9,1,0,Cash,44593.72,713.5,43880.22,32611.01,11269.21
CUST01586,2025-12-31 0:00:00,Delhi,Beauty,Regular,Female,Retail,57,6,15480.73,0.47,1.3,1,0,Net Banking,92884.38,436.56,92447.82,58215.75,34232.07
CUST00458,2025-04-26 0:00:00,Hyderabad,Electronics,Regular,Female,Corporate,27,100,18354.17,17.15,2.6,1,0,Cash,91770.85,15738.7,76032.15,55826.42,20205.73
CUST01188,2025-01-09 0:00:00,Hyderbad,Home & Kitchen,Regular,Female,Online,36,4,,35.94,2.7,1,0,Credit Card,42401.4,15239.06,27162.34,21630.18,5532.16
CUST01219,2025-07-26 0:00:00,mumbai,Clothing,Regular,Male,Corporate,45,6,1006.58,10.2,4.6,0,0,Cash,6039.48,616.03,5423.45,2866.8,2556.65
CUST01902,2025-11-04 0:00:00,Chennai,Electronics,Regular,Female,Retail,52,6,20840.44,21.6,1.2,1,1,Debit Card,125042.64,27009.21,98033.43,78078.37,19955.06
CUST01956,2025-03-30 0:00:00,Pune,Electronics,Premium,Male,Online,46,11,9058.86,31.21,2.5,1,1,Credit Card,99647.46,31099.97,68547.49,38187.8,30359.69
CUST00510,2025-07-21 0:00:00,Delhi,Sports,Budget,Female,Corporate,64,10,21107.13,28.12,2.4,1,1,Net Banking,211071.3,59353.25,151718.05,100557.14,51160.91
CUST01024,2025-02-09 0:00:00,Bengaluru,Sports,Regular,Male,Corporate,34,5,5416.05,35.33,3.9,1,0,Net Banking,27080.25,9567.45,17512.8,14732.29,2780.51
CUST01317,2025-09-30 0:00:00,Delhi,Electronics,Regular,Male,Retail,37,10,19760.6,30.41,1.1,1,1,Credit Card,197606,60091.98,137514.02,107271.85,30242.17
CUST00467,2025-10-04 0:00:00,Chennai,Sports,Premium,Male,Corporate,55,2,6556.62,35.37,3,1,0,Debit Card,13113.24,4638.15,8475.09,6778.65,1696.44
CUST01352,2025-09-16 0:00:00,Pune,,Budget,Male,online,22,5,13778.26,31.56,1.1,1,0,Cash,68891.3,21742.09,47149.21,25502.26,21646.95
CUST01761,2025-06-19 0:00:00,Bengaluru,Beauty,Regular,Male,Corporate,37,12,12988.47,10.44,1.3,1,1,Cash,155861.64,16271.96,139589.68,117574.51,22015.17
CUST00392,2025-08-24 0:00:00,Pune,Home & Kitchen,Premium,Male,Corporate,31,12,21455.33,26.63,1.8,1,0,Debit Card,257463.96,68562.65,188901.31,156524.98,32376.33
CUST01875,2025-08-01 0:00:00,Hyderabad,Electronics,Premium,Male,Online,27,10,29087.43,13.43,2.3,1,1,Debit Card,290874.3,39064.42,251809.88,153322.73,98487.15
CUST01063,2025-09-09 0:00:00,Hyderabad,Beauty,Regular,Female,Online,61,8,13334.63,15.54,2.8,1,0,Credit Card,106677.04,16577.61,90099.43,62091.47,28007.96
CUST00025,2025-11-02 0:00:00,Chennai,Beauty,Premium,male,Online,27,3,6859.14,3.44,3.5,1,0,Credit Card,20577.42,707.86,19869.56,15793.39,4076.17
CUST00618,2025-04-21 0:00:00,Delhi,Beauty,Premium,Female,Corporate,31,1,15279.9,34.63,1.7,0,0,UPI,15279.9,5291.43,9988.47,6056.4,3932.07
CUST00711,2025-01-02 0:00:00,Mumbai,Electronics,Regular,Male,Retail,65,1,3187.76,27.06,3.2,1,0,Net Banking,3187.76,862.61,2325.15,1358.17,966.98
